CASED  7.5000001250471726E+01  3.7500000000000000E+02 -7.6751000094314554E+02  2.5009434523326490E-06  0.0000000000000000E+00  5.0000018864094500E+00
CASED  7.5318462242905667E+01  3.7500000000000000E+02 -7.7250855890032676E+02  6.3691948392443010E-01  0.0000000000000000E+00  4.9971140279529891E+00
CASED  7.6660708509133514E+01  3.7500000000000000E+02 -7.7750788827574434E+02  2.0475730485312624E+00  0.0000000000000000E+00  5.0015447228821586E+00
CASED  7.8844908228075383E+01  3.7500000000000000E+02 -7.8162172433669616E+02  2.3208263893524759E+00  0.0000000000000000E+00  3.2261273990213795E+00
CASED  8.0889016897526361E+01  3.7500000000000000E+02 -7.8411804169034167E+02  1.7673909495494797E+00  0.0000000000000000E+00  1.7665073082696381E+00
CASED  8.5887640224704228E+01  3.7500000000000000E+02 -7.8718343748423956E+02  8.2298557048062406E+00  0.0000000000000000E+00  4.3642842795261458E+00
CASED  9.2506284038554710E+01  3.7500000000000000E+02 -7.8968278981246954E+02  5.0074319228947388E+00  0.0000000000000000E+00  6.3442037693369002E-01
CASED  9.7505000000003349E+01  3.7500000000000000E+02 -7.9000000025043369E+02  4.9900000000025528E+00  0.0000000000000000E+00  4.9899472287506796E-07
CASED  1.0500000000000719E+02  3.7500000000000000E+02 -7.9000000099992576E+02  1.0000000000005116E+01  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.1500000000001231E+02  3.7500000000000000E+02 -7.9000000199991518E+02  1.0000000000005116E+01  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.2500000000001600E+02  3.7500000000000000E+02 -7.9000000299990461E+02  1.0000000000002274E+01  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.3500000000001259E+02  3.7500000000000000E+02 -7.9000000399989403E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.4500500000000349E+02  3.7500000000000000E+02 -7.9000000500038345E+02  1.0009999999990896E+01  0.0000000000000000E+00  1.0009894140239339E-06
CASED  1.5500999999999439E+02  3.7500000000000000E+02 -7.9000000600087287E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.6500999999998530E+02  3.7500000000000000E+02 -7.9000000700086230E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.7500999999997620E+02  3.7500000000000000E+02 -7.9000000800085172E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.8500999999996711E+02  3.7500000000000000E+02 -7.9000000900084115E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
CASED  1.9500999999995801E+02  3.7500000000000000E+02 -7.9000001000083057E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.0500999999994892E+02  3.7500000000000000E+02 -7.9000001100082000E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.1500999999993982E+02  3.7500000000000000E+02 -7.9000001200080942E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.2500999999993073E+02  3.7500000000000000E+02 -7.9000001300079884E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.3500999999992163E+02  3.7500000000000000E+02 -7.9000001400078827E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.4500999999991254E+02  3.7500000000000000E+02 -7.9000001500077769E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.5500999999990347E+02  3.7500000000000000E+02 -7.9000001600076712E+02  9.9999999999909335E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.6500999999989438E+02  3.7500000000000000E+02 -7.9000001700075654E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.7500999999988528E+02  3.7500000000000000E+02 -7.9000001800074597E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.8500999999987619E+02  3.7500000000000000E+02 -7.9000001900073539E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  2.9500999999986709E+02  3.7500000000000000E+02 -7.9000002000072482E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.0500999999985800E+02  3.7500000000000000E+02 -7.9000002100071424E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.1500999999984890E+02  3.7500000000000000E+02 -7.9000002200070367E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.2500999999983981E+02  3.7500000000000000E+02 -7.9000002300069309E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
